unigram	count	topics_list_with_scores
creating	88	[(0.2840909090909091, 192), (0.20454545454545456, 169), (0.07954545454545454, 88), (0.06818181818181818, 131), (0.056818181818181816, 196), (0.056818181818181816, 151), (0.045454545454545456, 180), (0.045454545454545456, 179), (0.045454545454545456, 24), (0.03409090909090909, 118), (0.03409090909090909, 50), (0.022727272727272728, 55), (0.022727272727272728, 41)]
patsystems	8	[(1.0, 151)]
vcrs	13	[(0.6923076923076923, 76), (0.3076923076923077, 150)]
yeager/enron	8	[(1.0, 114)]
risk/corp/enron@enron	30	[(0.8, 69), (0.13333333333333333, 140), (0.06666666666666667, 146)]
irvine/enron	18	[(0.5555555555555556, 150), (0.2222222222222222, 144), (0.2222222222222222, 49)]
roman	189	[(0.43915343915343913, 26), (0.3333333333333333, 147), (0.13227513227513227, 73), (0.042328042328042326, 14), (0.037037037037037035, 33), (0.015873015873015872, 8)]
context	77	[(0.4675324675324675, 132), (0.1038961038961039, 192), (0.1038961038961039, 109), (0.05194805194805195, 153), (0.05194805194805195, 67), (0.05194805194805195, 37), (0.03896103896103896, 50), (0.025974025974025976, 173), (0.025974025974025976, 140), (0.025974025974025976, 92), (0.025974025974025976, 14), (0.025974025974025976, 3)]
tgp	6	[(1.0, 28)]
tgz	74	[(0.9594594594594594, 58), (0.04054054054054054, 45)]
ftp://energy@ftp.fea.com	10	[(1.0, 120)]
simpler	5	[(0.4, 138), (0.4, 136), (0.2, 184)]
decline	82	[(0.43902439024390244, 41), (0.13414634146341464, 127), (0.13414634146341464, 5), (0.06097560975609756, 13), (0.04878048780487805, 165), (0.04878048780487805, 106), (0.036585365853658534, 94), (0.024390243902439025, 167), (0.024390243902439025, 86), (0.024390243902439025, 27), (0.012195121951219513, 184), (0.012195121951219513, 43)]
java	86	[(0.43023255813953487, 146), (0.26744186046511625, 46), (0.08139534883720931, 170), (0.06976744186046512, 72), (0.06976744186046512, 58), (0.05813953488372093, 18), (0.023255813953488372, 131)]
murray/hou/ect@ect	12	[(0.6666666666666666, 97), (0.3333333333333333, 114)]
political	92	[(0.20652173913043478, 192), (0.14130434782608695, 81), (0.13043478260869565, 88), (0.11956521739130435, 75), (0.10869565217391304, 123), (0.09782608695652174, 27), (0.07608695652173914, 109), (0.043478260869565216, 191), (0.043478260869565216, 3), (0.021739130434782608, 193), (0.010869565217391304, 136)]
hoegh	12	[(1.0, 117)]
siting	16	[(0.625, 179), (0.125, 189), (0.125, 127), (0.125, 81)]
referee	6	[(0.6666666666666666, 3), (0.3333333333333333, 162)]
transferring	8	[(0.75, 110), (0.25, 95)]
brokers	26	[(0.23076923076923078, 166), (0.19230769230769232, 151), (0.19230769230769232, 1), (0.15384615384615385, 28), (0.07692307692307693, 199), (0.07692307692307693, 101), (0.07692307692307693, 66)]
plants	166	[(0.42771084337349397, 34), (0.14457831325301204, 41), (0.0963855421686747, 81), (0.06626506024096386, 126), (0.05421686746987952, 158), (0.05421686746987952, 127), (0.04216867469879518, 192), (0.03614457831325301, 142), (0.024096385542168676, 168), (0.024096385542168676, 166), (0.024096385542168676, 68), (0.006024096385542169, 43)]
georgia	127	[(0.8503937007874016, 128), (0.047244094488188976, 8), (0.047244094488188976, 3), (0.023622047244094488, 107), (0.023622047244094488, 28), (0.007874015748031496, 19)]
accomodate	12	[(0.3333333333333333, 146), (0.3333333333333333, 105), (0.3333333333333333, 79)]
evaluated	21	[(0.38095238095238093, 52), (0.2857142857142857, 121), (0.14285714285714285, 120), (0.09523809523809523, 116), (0.09523809523809523, 86)]
eddy	5	[(1.0, 137)]
verticale	6	[(1.0, 23)]
program's	8	[(0.5, 85), (0.5, 45)]
crovelli@usgs.gov	8	[(0.75, 128), (0.25, 48)]
headway	6	[(0.3333333333333333, 150), (0.3333333333333333, 75), (0.3333333333333333, 42)]
alliances	15	[(0.4666666666666667, 192), (0.26666666666666666, 138), (0.13333333333333333, 122), (0.13333333333333333, 23)]
whitehead	6	[(0.6666666666666666, 118), (0.3333333333333333, 54)]
santos	5	[(0.6, 3), (0.4, 118)]
mthomas@hia.net	8	[(1.0, 103)]
qaa	28	[(1.0, 104)]
peoples	5	[(0.4, 31), (0.4, 28), (0.2, 67)]
advise	208	[(0.20673076923076922, 36), (0.16346153846153846, 5), (0.09134615384615384, 94), (0.07692307692307693, 1), (0.0625, 124), (0.0625, 32), (0.052884615384615384, 181), (0.052884615384615384, 69), (0.04807692307692308, 191), (0.03365384615384615, 55), (0.028846153846153848, 38), (0.02403846153846154, 49), (0.019230769230769232, 8), (0.019230769230769232, 2), (0.014423076923076924, 127), (0.014423076923076924, 79), (0.014423076923076924, 56), (0.009615384615384616, 198), (0.004807692307692308, 111)]
randall@scicomp.com	6	[(1.0, 1)]
literature	37	[(0.2972972972972973, 190), (0.16216216216216217, 150), (0.16216216216216217, 21), (0.13513513513513514, 153), (0.13513513513513514, 24), (0.05405405405405406, 116), (0.05405405405405406, 93)]
huston	6	[(0.6666666666666666, 12), (0.3333333333333333, 162)]
flows	89	[(0.43820224719101125, 41), (0.25842696629213485, 144), (0.12359550561797752, 168), (0.056179775280898875, 27), (0.0449438202247191, 195), (0.033707865168539325, 89), (0.033707865168539325, 21), (0.011235955056179775, 122)]
holidays	104	[(0.4807692307692308, 189), (0.125, 47), (0.08653846153846154, 96), (0.04807692307692308, 100), (0.04807692307692308, 59), (0.038461538461538464, 177), (0.038461538461538464, 149), (0.038461538461538464, 42), (0.038461538461538464, 12), (0.019230769230769232, 103), (0.019230769230769232, 99), (0.019230769230769232, 1)]
helen@risk.co.uk	8	[(1.0, 48)]
youyi	165	[(0.7333333333333333, 26), (0.16363636363636364, 96), (0.07878787878787878, 73), (0.024242424242424242, 137)]
boudreau	8	[(1.0, 7)]
villarreal/enron@enronxgate	6	[(1.0, 123)]
stating	18	[(0.6111111111111112, 99), (0.2222222222222222, 76), (0.16666666666666666, 179)]
bhala	19	[(0.7368421052631579, 15), (0.2631578947368421, 73)]
nat/corp/enron@enron	8	[(0.75, 107), (0.25, 157)]
avistar	44	[(1.0, 63)]
alldepts@listserv.rice.edu	5	[(1.0, 45)]
supatgiat/corp/enron@enron	120	[(0.9083333333333333, 26), (0.075, 14), (0.016666666666666666, 195)]
profitable	24	[(0.3333333333333333, 109), (0.2916666666666667, 169), (0.25, 170), (0.125, 133)]
tables	19	[(0.42105263157894735, 158), (0.21052631578947367, 41), (0.15789473684210525, 131), (0.15789473684210525, 66), (0.05263157894736842, 187)]
intersection	16	[(0.5, 176), (0.375, 130), (0.125, 187)]
workers	52	[(0.5384615384615384, 52), (0.1346153846153846, 136), (0.11538461538461539, 63), (0.09615384615384616, 109), (0.07692307692307693, 64), (0.038461538461538464, 58)]
kleindorfer@wharton.upenn.edu	25	[(1.0, 153)]
governmental	30	[(0.8333333333333334, 21), (0.06666666666666667, 192), (0.06666666666666667, 99), (0.03333333333333333, 10)]
profitably	5	[(0.8, 149), (0.2, 3)]
bobbie	8	[(0.75, 114), (0.25, 56)]
associations	7	[(0.5714285714285714, 64), (0.2857142857142857, 28), (0.14285714285714285, 96)]
complaint	23	[(0.21739130434782608, 174), (0.17391304347826086, 101), (0.17391304347826086, 99), (0.17391304347826086, 80), (0.17391304347826086, 8), (0.08695652173913043, 0)]
chaired	27	[(0.5555555555555556, 17), (0.14814814814814814, 153), (0.14814814814814814, 57), (0.14814814814814814, 12)]
vendor	67	[(0.417910447761194, 131), (0.22388059701492538, 88), (0.11940298507462686, 66), (0.07462686567164178, 151), (0.05970149253731343, 55), (0.05970149253731343, 49), (0.029850746268656716, 51), (0.014925373134328358, 74)]
amended	20	[(0.4, 99), (0.25, 12), (0.1, 154), (0.1, 126), (0.1, 89), (0.05, 3)]
shapes	6	[(0.6666666666666666, 76), (0.3333333333333333, 33)]
essential	67	[(0.4626865671641791, 46), (0.208955223880597, 192), (0.1044776119402985, 186), (0.1044776119402985, 151), (0.05970149253731343, 34), (0.029850746268656716, 138), (0.029850746268656716, 132)]
fellers	19	[(0.631578947368421, 56), (0.21052631578947367, 54), (0.15789473684210525, 43)]
fernando	12	[(0.5, 128), (0.5, 31)]
seller	21	[(0.5714285714285714, 195), (0.19047619047619047, 179), (0.19047619047619047, 81), (0.047619047619047616, 16)]
innovation	40	[(0.475, 192), (0.15, 196), (0.15, 90), (0.1, 67), (0.075, 79), (0.05, 114)]
kilku	8	[(0.5, 143), (0.5, 93)]
spotpreise	8	[(1.0, 35)]
weir	6	[(1.0, 192)]
d'en	16	[(0.875, 119), (0.125, 23)]
firing	14	[(0.2857142857142857, 109), (0.2857142857142857, 50), (0.14285714285714285, 115), (0.14285714285714285, 27), (0.14285714285714285, 16)]
greg's	8	[(0.625, 60), (0.25, 169), (0.125, 187)]
dialog	7	[(0.7142857142857143, 12), (0.2857142857142857, 58)]
wanna	5	[(0.6, 188), (0.4, 54)]
gamma	84	[(0.40476190476190477, 20), (0.39285714285714285, 127), (0.11904761904761904, 120), (0.08333333333333333, 121)]
merytoryczna	8	[(1.0, 143)]
e-acumen	6	[(1.0, 158)]
ecthou-domweb	6	[(0.8333333333333334, 181), (0.16666666666666666, 4)]
ktore	10	[(0.8, 143), (0.2, 93)]
securities/commodities	6	[(1.0, 188)]
analyze	36	[(0.2222222222222222, 140), (0.1111111111111111, 173), (0.1111111111111111, 150), (0.1111111111111111, 74), (0.1111111111111111, 70), (0.08333333333333333, 99), (0.08333333333333333, 88), (0.05555555555555555, 22), (0.05555555555555555, 6), (0.027777777777777776, 84), (0.027777777777777776, 46)]
sections	52	[(0.23076923076923078, 164), (0.1346153846153846, 20), (0.1346153846153846, 9), (0.11538461538461539, 173), (0.11538461538461539, 70), (0.057692307692307696, 127), (0.057692307692307696, 96), (0.038461538461538464, 158), (0.038461538461538464, 118), (0.038461538461538464, 87), (0.038461538461538464, 75)]
files	357	[(0.14565826330532214, 58), (0.14285714285714285, 45), (0.10364145658263306, 178), (0.07563025210084033, 155), (0.07282913165266107, 117), (0.047619047619047616, 91), (0.04481792717086835, 124), (0.04201680672268908, 84), (0.036414565826330535, 120), (0.03361344537815126, 194), (0.03361344537815126, 164), (0.03361344537815126, 8), (0.03081232492997199, 42), (0.025210084033613446, 185), (0.025210084033613446, 92), (0.0196078431372549, 29), (0.01680672268907563, 176), (0.014005602240896359, 34), (0.011204481792717087, 153), (0.011204481792717087, 0), (0.008403361344537815, 170), (0.008403361344537815, 165), (0.008403361344537815, 72), (0.0056022408963585435, 142), (0.0028011204481792717, 132)]
plunge	9	[(0.7777777777777778, 165), (0.2222222222222222, 164)]
cantonale	6	[(1.0, 106)]
trainees	6	[(1.0, 163)]
administrator's	8	[(0.75, 45), (0.25, 24)]
filed	175	[(0.7371428571428571, 99), (0.13142857142857142, 184), (0.08571428571428572, 52), (0.03428571428571429, 129), (0.011428571428571429, 28)]
unequal	10	[(1.0, 67)]
junior	26	[(0.3076923076923077, 19), (0.19230769230769232, 150), (0.19230769230769232, 140), (0.15384615384615385, 176), (0.07692307692307693, 185), (0.07692307692307693, 95)]
raising	32	[(0.21875, 112), (0.125, 114), (0.125, 52), (0.125, 32), (0.125, 12), (0.09375, 27), (0.0625, 99), (0.0625, 41), (0.0625, 13)]
penguin	6	[(1.0, 72)]
consist	13	[(0.3076923076923077, 150), (0.3076923076923077, 94), (0.15384615384615385, 197), (0.15384615384615385, 129), (0.07692307692307693, 172)]
https://hrglobal.enron.com	10	[(1.0, 44)]
highlight	27	[(0.5555555555555556, 17), (0.18518518518518517, 79), (0.14814814814814814, 132), (0.1111111111111111, 189)]
kathryn	28	[(0.42857142857142855, 148), (0.2857142857142857, 41), (0.21428571428571427, 49), (0.07142857142857142, 112)]
graham	19	[(0.5263157894736842, 177), (0.21052631578947367, 119), (0.15789473684210525, 95), (0.10526315789473684, 14)]
mock	15	[(0.6, 8), (0.4, 163)]
generates	9	[(0.3333333333333333, 55), (0.2222222222222222, 89), (0.2222222222222222, 3), (0.1111111111111111, 131), (0.1111111111111111, 10)]
problems	408	[(0.1323529411764706, 170), (0.09803921568627451, 67), (0.06372549019607843, 58), (0.049019607843137254, 192), (0.04656862745098039, 15), (0.0392156862745098, 129), (0.0392156862745098, 30), (0.03676470588235294, 81), (0.03676470588235294, 8), (0.03431372549019608, 14), (0.031862745098039214, 112), (0.031862745098039214, 31), (0.031862745098039214, 24), (0.031862745098039214, 12), (0.029411764705882353, 145), (0.02696078431372549, 88), (0.024509803921568627, 179), (0.024509803921568627, 121), (0.024509803921568627, 109), (0.022058823529411766, 197), (0.0196078431372549, 185), (0.01715686274509804, 199), (0.01715686274509804, 55), (0.014705882352941176, 167), (0.014705882352941176, 77), (0.012254901960784314, 133), (0.012254901960784314, 70), (0.00980392156862745, 135), (0.007352941176470588, 64), (0.007352941176470588, 51), (0.007352941176470588, 44), (0.0024509803921568627, 141), (0.0024509803921568627, 125)]
helping	107	[(0.102803738317757, 174), (0.09345794392523364, 112), (0.07476635514018691, 130), (0.07476635514018691, 95), (0.06542056074766354, 186), (0.06542056074766354, 169), (0.06542056074766354, 152), (0.06542056074766354, 75), (0.04672897196261682, 153), (0.04672897196261682, 150), (0.037383177570093455, 98), (0.037383177570093455, 68), (0.037383177570093455, 0), (0.028037383177570093, 149), (0.028037383177570093, 77), (0.028037383177570093, 27), (0.018691588785046728, 181), (0.018691588785046728, 94), (0.018691588785046728, 49), (0.018691588785046728, 43), (0.009345794392523364, 167), (0.009345794392523364, 133), (0.009345794392523364, 20)]
generated	47	[(0.2978723404255319, 169), (0.1702127659574468, 81), (0.1702127659574468, 55), (0.1276595744680851, 34), (0.06382978723404255, 176), (0.06382978723404255, 165), (0.06382978723404255, 159), (0.0425531914893617, 3)]
wendi	6	[(1.0, 65)]
vice	272	[(0.27205882352941174, 192), (0.1213235294117647, 197), (0.11764705882352941, 91), (0.10661764705882353, 198), (0.0625, 163), (0.04044117647058824, 99), (0.03308823529411765, 103), (0.025735294117647058, 153), (0.022058823529411766, 3), (0.022058823529411766, 2), (0.01838235294117647, 96), (0.01838235294117647, 43), (0.01838235294117647, 0), (0.014705882352941176, 185), (0.014705882352941176, 52), (0.011029411764705883, 189), (0.011029411764705883, 168), (0.011029411764705883, 156), (0.011029411764705883, 92), (0.011029411764705883, 81), (0.011029411764705883, 27), (0.011029411764705883, 6), (0.007352941176470588, 126), (0.007352941176470588, 112)]
demonstrates	15	[(0.5333333333333333, 192), (0.2, 41), (0.13333333333333333, 101), (0.13333333333333333, 4)]
eda	8	[(0.75, 188), (0.25, 113)]
edf	22	[(0.6363636363636364, 17), (0.36363636363636365, 180)]
resistance	30	[(0.5333333333333333, 15), (0.16666666666666666, 41), (0.13333333333333333, 76), (0.1, 101), (0.06666666666666667, 140)]
eds	16	[(0.625, 161), (0.25, 72), (0.125, 64)]
edt	27	[(0.48148148148148145, 104), (0.18518518518518517, 153), (0.14814814814814814, 128), (0.14814814814814814, 77), (0.037037037037037035, 127)]
simon	68	[(0.47058823529411764, 59), (0.23529411764705882, 0), (0.14705882352941177, 95), (0.07352941176470588, 157), (0.058823529411764705, 3), (0.014705882352941176, 158)]
grigsby/hou/ect@ect	14	[(0.7142857142857143, 159), (0.2857142857142857, 88)]
simou	56	[(1.0, 61)]
dramatically	35	[(0.22857142857142856, 15), (0.14285714285714285, 165), (0.11428571428571428, 186), (0.11428571428571428, 138), (0.11428571428571428, 96), (0.11428571428571428, 55), (0.08571428571428572, 41), (0.05714285714285714, 120), (0.02857142857142857, 51)]
breathing	8	[(0.75, 183), (0.25, 87)]
ssg.specsonline.com	6	[(1.0, 160)]
bistrot	7	[(1.0, 16)]
pleas	8	[(0.5, 197), (0.25, 93), (0.25, 4)]
someday	5	[(0.8, 50), (0.2, 191)]
smaller	34	[(0.4117647058823529, 170), (0.29411764705882354, 165), (0.11764705882352941, 110), (0.058823529411764705, 79), (0.058823529411764705, 75), (0.058823529411764705, 56)]
modified	61	[(0.19672131147540983, 179), (0.13114754098360656, 173), (0.11475409836065574, 145), (0.11475409836065574, 120), (0.08196721311475409, 56), (0.06557377049180328, 132), (0.06557377049180328, 119), (0.06557377049180328, 72), (0.04918032786885246, 0), (0.03278688524590164, 94), (0.03278688524590164, 58), (0.03278688524590164, 37), (0.01639344262295082, 166)]
pres	20	[(0.6, 134), (0.2, 16), (0.1, 197), (0.1, 141)]
traveling	93	[(0.26881720430107525, 191), (0.26881720430107525, 171), (0.08602150537634409, 20), (0.06451612903225806, 199), (0.06451612903225806, 62), (0.06451612903225806, 31), (0.043010752688172046, 156), (0.043010752688172046, 101), (0.043010752688172046, 97), (0.021505376344086023, 79), (0.021505376344086023, 69), (0.010752688172043012, 189)]
phillips/hou/ect@ect	52	[(0.8461538461538461, 148), (0.15384615384615385, 114)]
flagship	12	[(0.5, 106), (0.3333333333333333, 196), (0.16666666666666666, 101)]
capital	487	[(0.1601642710472279, 195), (0.15195071868583163, 151), (0.08418891170431211, 51), (0.08213552361396304, 165), (0.055441478439425054, 95), (0.053388090349075976, 66), (0.053388090349075976, 19), (0.049281314168377825, 106), (0.039014373716632446, 27), (0.030800821355236138, 141), (0.026694045174537988, 173), (0.024640657084188913, 161), (0.022587268993839837, 117), (0.018480492813141684, 199), (0.018480492813141684, 35), (0.01642710472279261, 196), (0.01642710472279261, 188), (0.012320328542094456, 167), (0.012320328542094456, 110), (0.012320328542094456, 48), (0.01026694045174538, 166), (0.01026694045174538, 129), (0.01026694045174538, 108), (0.008213552361396304, 118), (0.008213552361396304, 54), (0.006160164271047228, 189), (0.006160164271047228, 180)]
journal	218	[(0.5963302752293578, 3), (0.10091743119266056, 102), (0.0963302752293578, 194), (0.05504587155963303, 167), (0.04128440366972477, 129), (0.03211009174311927, 39), (0.027522935779816515, 189), (0.01834862385321101, 153), (0.013761467889908258, 88), (0.009174311926605505, 126), (0.0045871559633027525, 198), (0.0045871559633027525, 10)]
n.j	8	[(0.5, 153), (0.5, 110)]
n.b	9	[(0.4444444444444444, 101), (0.3333333333333333, 120), (0.2222222222222222, 198)]
n.a	9	[(0.7777777777777778, 183), (0.2222222222222222, 61)]
n.y	6	[(0.6666666666666666, 45), (0.3333333333333333, 135)]
n.w	10	[(0.5, 34), (0.4, 113), (0.1, 139)]
prentice/gpgfin/enron@enron	6	[(0.6666666666666666, 53), (0.3333333333333333, 157)]
spotakc	6	[(1.0, 93)]
ludkam@aol.com	43	[(0.3488372093023256, 47), (0.23255813953488372, 145), (0.23255813953488372, 93), (0.13953488372093023, 62), (0.046511627906976744, 100)]
