unigram	count	topics_list_with_scores
lidia.olczyk@destia.com	6	[(1.0, 1)]
bare	6	[(1.0, 8)]
referral	52	[(1.0, 3)]
behaviors	7	[(1.0, 6)]
netware-related	6	[(1.0, 5)]
goldberg	12	[(0.5833333333333334, 3), (0.4166666666666667, 1)]
aftermarket	6	[(1.0, 1)]
purchasing	46	[(0.4782608695652174, 9), (0.21739130434782608, 8), (0.1956521739130435, 1), (0.10869565217391304, 4)]
singh	14	[(1.0, 7)]
on-campus	20	[(1.0, 3)]
connected	31	[(0.5161290322580645, 3), (0.4838709677419355, 5)]
tygodnia	6	[(1.0, 0)]
upset	21	[(0.5238095238095238, 8), (0.2857142857142857, 7), (0.19047619047619047, 5)]
talk	966	[(0.42857142857142855, 3), (0.2577639751552795, 6), (0.2153209109730849, 7), (0.09834368530020704, 2)]
crore	50	[(1.0, 8)]
upseb	34	[(1.0, 8)]
larry.gagliardi@enron.com	10	[(1.0, 7)]
impression	65	[(0.6461538461538462, 3), (0.3384615384615385, 6), (0.015384615384615385, 8)]
emerging	133	[(0.9398496240601504, 1), (0.045112781954887216, 9), (0.015037593984962405, 4)]
vince....i	6	[(1.0, 0)]
soldiers	11	[(0.7272727272727273, 7), (0.2727272727272727, 8)]
high-level	13	[(1.0, 5)]
schwartz	34	[(0.3235294117647059, 1), (0.29411764705882354, 4), (0.29411764705882354, 0), (0.08823529411764706, 6)]
earned	12	[(1.0, 8)]
jhanley@riskwaters.com	6	[(1.0, 1)]
employer	80	[(0.475, 1), (0.4125, 0), (0.1125, 5)]
employee	250	[(0.28, 9), (0.236, 8), (0.2, 2), (0.148, 3), (0.076, 6), (0.06, 1)]
employed	36	[(0.5277777777777778, 3), (0.4722222222222222, 6)]
net.worker	6	[(1.0, 5)]
michigan	41	[(0.6585365853658537, 3), (0.21951219512195122, 5), (0.0975609756097561, 7), (0.024390243902439025, 1)]
joint	102	[(0.8627450980392157, 1), (0.13725490196078433, 7)]
legitimate	13	[(0.6153846153846154, 8), (0.38461538461538464, 5)]
buyer	57	[(0.5263157894736842, 9), (0.3333333333333333, 8), (0.14035087719298245, 1)]
dirigeants	6	[(1.0, 0)]
felipe	5	[(0.6, 6), (0.4, 4)]
computed	6	[(1.0, 5)]
bus.utexas.edu	8	[(1.0, 7)]
reinforce	8	[(0.625, 6), (0.375, 2)]
computer	321	[(0.5046728971962616, 5), (0.19626168224299065, 3), (0.14330218068535824, 8), (0.09968847352024922, 6), (0.056074766355140186, 1)]
wichai	59	[(1.0, 2)]
state	553	[(0.6763110307414105, 8), (0.12658227848101267, 1), (0.09945750452079566, 3), (0.09764918625678119, 5)]
enron@enron	13	[(0.7692307692307693, 2), (0.23076923076923078, 6)]
jgunter@att.com	9	[(1.0, 4)]
martinez/corp/enron@enron	9	[(1.0, 9)]
importance	111	[(0.3153153153153153, 7), (0.2972972972972973, 2), (0.16216216216216217, 1), (0.13513513513513514, 9), (0.09009009009009009, 5)]
efficiency	78	[(0.7435897435897436, 1), (0.1794871794871795, 9), (0.07692307692307693, 8)]
group	2957	[(0.2333446060196145, 3), (0.17483936422049373, 9), (0.1602975989178221, 2), (0.13053770713561041, 6), (0.12817044301657085, 1), (0.113290497125465, 7), (0.047345282380791345, 4), (0.01217450118363206, 8)]
shi-jie	51	[(1.0, 3)]
career	173	[(0.7861271676300579, 3), (0.11560693641618497, 8), (0.09826589595375723, 1)]
minds	16	[(0.8125, 1), (0.125, 3), (0.0625, 2)]
manifestations	6	[(1.0, 1)]
iso/rto	5	[(1.0, 3)]
rebekah	8	[(1.0, 4)]
denise	47	[(0.5957446808510638, 4), (0.40425531914893614, 7)]
maximize	14	[(0.6428571428571429, 1), (0.2857142857142857, 5), (0.07142857142857142, 2)]
industrials	8	[(1.0, 9)]
treat	24	[(0.5416666666666666, 6), (0.4583333333333333, 8)]
otc	47	[(0.9574468085106383, 1), (0.0425531914893617, 6)]
shortfall	7	[(0.7142857142857143, 5), (0.2857142857142857, 6)]
piqued	5	[(1.0, 6)]
weston	11	[(1.0, 1)]
glossary	11	[(0.6363636363636364, 1), (0.36363636363636365, 5)]
harder	17	[(1.0, 8)]
model(with	6	[(1.0, 6)]
gorte	16	[(1.0, 9)]
began	66	[(0.3939393939393939, 1), (0.3181818181818182, 5), (0.21212121212121213, 3), (0.07575757575757576, 8)]
http://www.emissions.org	6	[(1.0, 0)]
grazyna	12	[(1.0, 0)]
effect	118	[(0.3898305084745763, 6), (0.3220338983050847, 5), (0.19491525423728814, 1), (0.09322033898305085, 9)]
efax	8	[(1.0, 4)]
http://www.science-finance.fr/publications.html	8	[(1.0, 0)]
obstacles	9	[(0.5555555555555556, 4), (0.4444444444444444, 0)]
dserv	72	[(1.0, 0)]
restore	8	[(1.0, 8)]
sourced	11	[(1.0, 9)]
n'etes	10	[(1.0, 0)]
sources	152	[(0.4868421052631579, 8), (0.29605263157894735, 6), (0.21710526315789475, 5)]
rgds	22	[(0.6363636363636364, 6), (0.36363636363636365, 7)]
skill	42	[(0.5, 3), (0.21428571428571427, 2), (0.16666666666666666, 5), (0.11904761904761904, 9)]
lauren	41	[(0.7560975609756098, 9), (0.24390243902439024, 4)]
coordination	19	[(0.631578947368421, 5), (0.3684210526315789, 6)]
logged	18	[(1.0, 5)]
mcconnell	32	[(0.625, 9), (0.375, 4)]
smith/hou/ect@ect	14	[(1.0, 4)]
utah	6	[(1.0, 5)]
burden	46	[(0.5434782608695652, 8), (0.2826086956521739, 3), (0.13043478260869565, 5), (0.043478260869565216, 7)]
narongwanich/hou/ees@ees	17	[(1.0, 2)]
com/go/ad	5	[(1.0, 5)]
brulinski/war/ect@ect	6	[(1.0, 0)]
infocast's	18	[(1.0, 7)]
martin	929	[(0.6081808396124866, 3), (0.3444564047362756, 2), (0.03229278794402583, 1), (0.015069967707212056, 4)]
setups	10	[(1.0, 5)]
shed	6	[(1.0, 6)]
shen	35	[(1.0, 3)]
jly	6	[(1.0, 5)]
zaniu	6	[(1.0, 0)]
warmer	8	[(1.0, 5)]
hannon	35	[(0.7428571428571429, 4), (0.2571428571428571, 9)]
moore/hou/ect@ect	184	[(0.9728260869565217, 2), (0.02717391304347826, 4)]
prohibited	177	[(0.632768361581921, 2), (0.2824858757062147, 5), (0.0847457627118644, 0)]
offset	36	[(0.4444444444444444, 1), (0.3888888888888889, 6), (0.16666666666666666, 5)]
maharashtra's	10	[(1.0, 8)]
walsh/hou/ect@ect	12	[(1.0, 8)]
co-authors	5	[(1.0, 3)]
rodeo	27	[(1.0, 7)]
stakes	10	[(1.0, 8)]
terence	16	[(1.0, 7)]
additions	59	[(0.3559322033898305, 5), (0.288135593220339, 9), (0.22033898305084745, 6), (0.13559322033898305, 1)]
strategy	228	[(0.6052631578947368, 1), (0.14912280701754385, 9), (0.11403508771929824, 8), (0.08333333333333333, 4), (0.04824561403508772, 6)]
utility	170	[(0.7352941176470589, 5), (0.14705882352941177, 1), (0.11764705882352941, 8)]
networking	117	[(0.5384615384615384, 5), (0.36752136752136755, 7), (0.09401709401709402, 1)]
recruiter	63	[(1.0, 3)]
recruited	6	[(1.0, 3)]
williamson	24	[(0.875, 7), (0.08333333333333333, 4), (0.041666666666666664, 8)]
subjective	9	[(1.0, 8)]
marge	17	[(1.0, 4)]
ludmilla	17	[(0.5294117647058824, 2), (0.47058823529411764, 0)]
opsec	6	[(1.0, 5)]
cells	14	[(0.5714285714285714, 0), (0.42857142857142855, 5)]
hosting	65	[(0.4153846153846154, 5), (0.38461538461538464, 7), (0.2, 9)]
signed	121	[(0.3305785123966942, 8), (0.2975206611570248, 6), (0.19008264462809918, 3), (0.18181818181818182, 2)]
converted	16	[(0.5625, 3), (0.4375, 7)]
nlwbio@rice.edu	12	[(1.0, 0)]
piece	132	[(0.5454545454545454, 8), (0.3333333333333333, 2), (0.12121212121212122, 4)]
celle	9	[(1.0, 0)]
cpannesley	9	[(1.0, 7)]
reservations	153	[(0.8627450980392157, 7), (0.0784313725490196, 9), (0.058823529411764705, 5)]
penny	28	[(0.6428571428571429, 1), (0.35714285714285715, 4)]
contest	9	[(0.7777777777777778, 8), (0.2222222222222222, 9)]
jennifer.n.stewart@enron.com	8	[(1.0, 6)]
gonzalez	8	[(1.0, 9)]
fodder	30	[(1.0, 8)]
refreshments	17	[(0.8823529411764706, 1), (0.11764705882352941, 4)]
jackson	50	[(0.56, 7), (0.38, 4), (0.06, 0)]
portion	64	[(0.6875, 5), (0.15625, 8), (0.15625, 6)]
gonzales	12	[(0.6666666666666666, 2), (0.3333333333333333, 9)]
thibaut/enron	18	[(1.0, 4)]
similarity	5	[(1.0, 8)]
andre	23	[(1.0, 4)]
captain	30	[(0.6, 2), (0.4, 8)]
segments	32	[(0.5, 8), (0.34375, 1), (0.15625, 6)]
presents	38	[(0.5526315789473685, 5), (0.4473684210526316, 6)]
bailout	13	[(1.0, 8)]
teaching	88	[(0.75, 3), (0.17045454545454544, 7), (0.07954545454545454, 8)]
info@erisk.com	7	[(1.0, 1)]
updated	221	[(0.22171945701357465, 6), (0.21266968325791855, 2), (0.19457013574660634, 5), (0.15384615384615385, 3), (0.09954751131221719, 1), (0.06334841628959276, 8), (0.05429864253393665, 7)]
updates	113	[(0.6902654867256637, 5), (0.10619469026548672, 1), (0.09734513274336283, 9), (0.05309734513274336, 8), (0.04424778761061947, 6), (0.008849557522123894, 3)]
skills	394	[(0.6649746192893401, 3), (0.20812182741116753, 4), (0.12690355329949238, 1)]
convenience	139	[(0.39568345323741005, 3), (0.34532374100719426, 7), (0.14388489208633093, 6), (0.09352517985611511, 4), (0.02158273381294964, 8)]
http://www.newyorkfed.org/rmaghome/staff_rp	9	[(1.0, 1)]
message-id	114	[(1.0, 0)]
carnivore	6	[(1.0, 5)]
warns	16	[(1.0, 5)]
japanese	127	[(0.937007874015748, 1), (0.06299212598425197, 9)]
quill	20	[(1.0, 5)]
preussenelektra	6	[(1.0, 1)]
panama	7	[(1.0, 4)]
entergy	20	[(1.0, 5)]
asia	61	[(0.6885245901639344, 1), (0.26229508196721313, 8), (0.04918032786885246, 9)]
lights	15	[(1.0, 8)]
tips	55	[(0.6909090909090909, 5), (0.18181818181818182, 0), (0.12727272727272726, 7)]
deemed	13	[(0.5384615384615384, 1), (0.3076923076923077, 7), (0.15384615384615385, 5)]
sddp	54	[(1.0, 3)]
refinement	10	[(0.6, 6), (0.4, 4)]
deposition	8	[(1.0, 2)]
active	73	[(0.4383561643835616, 1), (0.3698630136986301, 5), (0.1917808219178082, 8)]
aren't	29	[(1.0, 8)]
ostatnio	6	[(1.0, 0)]
chairman@enron	6	[(1.0, 9)]
permit	44	[(0.36363636363636365, 7), (0.3409090909090909, 3), (0.18181818181818182, 5), (0.11363636363636363, 9)]
campaign	144	[(0.5694444444444444, 8), (0.4305555555555556, 9)]
moral	9	[(1.0, 8)]
welch	12	[(1.0, 8)]
landscape	7	[(1.0, 5)]
cough	8	[(1.0, 8)]
army	8	[(1.0, 5)]
arms	10	[(0.9, 8), (0.1, 3)]
overhead	34	[(0.7941176470588235, 7), (0.17647058823529413, 8), (0.029411764705882353, 6)]
matlab	34	[(1.0, 6)]
semble	5	[(1.0, 0)]
gadd/lon/ect@ect	8	[(1.0, 4)]
gasoline	13	[(0.6923076923076923, 5), (0.3076923076923077, 8)]
westbrook	16	[(0.5, 7), (0.5, 4)]
grant.masson@enron.com	18	[(1.0, 6)]
defer	11	[(1.0, 9)]
tomasz	14	[(1.0, 0)]
mumford	16	[(1.0, 6)]
http://support.microsoft.com/support/kb/articles/q	6	[(1.0, 5)]
involve	40	[(0.65, 1), (0.35, 5)]
mhuang@usgen.com	6	[(1.0, 2)]
yowman/corp/enron@enron	13	[(1.0, 4)]
argonne	8	[(1.0, 0)]
answer	282	[(0.42907801418439717, 3), (0.32269503546099293, 8), (0.1276595744680851, 5), (0.12056737588652482, 6)]
stron	5	[(1.0, 5)]
thankyou	5	[(1.0, 6)]
sellers	39	[(0.48717948717948717, 5), (0.2564102564102564, 3), (0.15384615384615385, 4), (0.10256410256410256, 6)]
purchase	259	[(0.47876447876447875, 5), (0.2702702702702703, 8), (0.13127413127413126, 1), (0.06563706563706563, 9), (0.03088803088803089, 7), (0.023166023166023165, 0)]
visioncast	6	[(0.8333333333333334, 5), (0.16666666666666666, 4)]
stand-alone	14	[(1.0, 1)]
maintain	44	[(0.36363636363636365, 5), (0.2727272727272727, 8), (0.20454545454545456, 9), (0.1590909090909091, 4)]
stanford.edu	17	[(0.7058823529411765, 0), (0.29411764705882354, 3)]
operations	374	[(0.5401069518716578, 1), (0.4197860962566845, 3), (0.040106951871657755, 4)]
petitioners	8	[(1.0, 8)]
roche/hou/ect@ect	20	[(1.0, 5)]
lotting	10	[(1.0, 3)]
differently	13	[(1.0, 8)]
overcome	18	[(0.6111111111111112, 5), (0.3888888888888889, 4)]
weakness	10	[(0.5, 8), (0.5, 5)]
workout	13	[(0.5384615384615384, 9), (0.46153846153846156, 8)]
wenn	16	[(1.0, 4)]
grammar	11	[(0.7272727272727273, 6), (0.2727272727272727, 7)]
martin's	19	[(1.0, 3)]
giuseppe's	8	[(1.0, 7)]
iso's	19	[(1.0, 5)]
doctor's	14	[(1.0, 8)]
afforded	6	[(1.0, 8)]
principles	30	[(0.8333333333333334, 1), (0.16666666666666666, 8)]
doug	163	[(0.5214723926380368, 5), (0.3803680981595092, 9), (0.09815950920245399, 4)]
extract	16	[(0.5, 6), (0.5, 4)]
contend	10	[(1.0, 8)]
restricted	13	[(0.6923076923076923, 6), (0.23076923076923078, 7), (0.07692307692307693, 8)]
content	210	[(0.3238095238095238, 6), (0.2904761904761905, 5), (0.21904761904761905, 1), (0.16666666666666666, 0)]
contenu	10	[(1.0, 0)]
white/hou/ees@ees	10	[(1.0, 4)]
exxonmobil	9	[(0.6666666666666666, 5), (0.3333333333333333, 7)]
frbnyrmag	21	[(1.0, 1)]
turning	31	[(0.3548387096774194, 7), (0.2903225806451613, 5), (0.22580645161290322, 8), (0.12903225806451613, 1)]
linear	33	[(0.5151515151515151, 6), (0.48484848484848486, 5)]
negotiate	25	[(0.36, 8), (0.32, 6), (0.2, 3), (0.12, 0)]
curtailment	5	[(1.0, 6)]
text/plain	81	[(1.0, 0)]
starts	124	[(0.6693548387096774, 5), (0.1935483870967742, 8), (0.12096774193548387, 7), (0.016129032258064516, 6)]
professions	6	[(1.0, 1)]
signature	30	[(0.5, 8), (0.26666666666666666, 3), (0.23333333333333334, 6)]
wydawnictwa	20	[(1.0, 0)]
einer	8	[(1.0, 4)]
grade	51	[(0.5098039215686274, 4), (0.2549019607843137, 1), (0.23529411764705882, 8)]
grady	6	[(1.0, 2)]
robust	31	[(0.8064516129032258, 6), (0.1935483870967742, 1)]
einem	8	[(1.0, 4)]
recruiting	336	[(0.7470238095238095, 3), (0.25297619047619047, 7)]
agenda.doc	7	[(1.0, 7)]
silly	6	[(1.0, 3)]
full-service	14	[(1.0, 5)]
shell's	8	[(1.0, 5)]
all-time	7	[(0.5714285714285714, 8), (0.42857142857142855, 5)]
emphasizing	8	[(0.625, 8), (0.25, 9), (0.125, 1)]
kaminiski	6	[(1.0, 3)]
chest	10	[(1.0, 8)]
paris	142	[(0.5985915492957746, 1), (0.22535211267605634, 0), (0.11971830985915492, 8), (0.056338028169014086, 9)]
memo	90	[(0.6777777777777778, 2), (0.17777777777777778, 9), (0.14444444444444443, 1)]
hardy/lon/ect@ect	6	[(1.0, 4)]
kean	50	[(0.84, 4), (0.16, 7)]
skilling/corp/enron@enron	20	[(1.0, 4)]
myslal	6	[(1.0, 0)]
riedman	8	[(1.0, 7)]
mailing	133	[(0.6165413533834586, 5), (0.3082706766917293, 1), (0.07518796992481203, 8)]
urgency	16	[(0.8125, 9), (0.1875, 8)]
ending	44	[(0.6818181818181818, 1), (0.20454545454545456, 5), (0.11363636363636363, 2)]
chartered	6	[(1.0, 1)]
stepping	13	[(0.5384615384615384, 6), (0.46153846153846156, 3)]
nevada	5	[(1.0, 5)]
larson	6	[(1.0, 3)]
bannerghatta	6	[(1.0, 1)]
wearing	7	[(1.0, 8)]
exports	23	[(1.0, 5)]
reconstruction	6	[(0.6666666666666666, 3), (0.3333333333333333, 7)]
compounded	6	[(1.0, 6)]
bar	44	[(0.8181818181818182, 8), (0.18181818181818182, 6)]
bay	47	[(0.9574468085106383, 7), (0.02127659574468085, 6), (0.02127659574468085, 4)]
bag	60	[(0.5, 2), (0.2833333333333333, 8), (0.13333333333333333, 6), (0.08333333333333333, 9)]
bad	141	[(0.6950354609929078, 8), (0.1773049645390071, 5), (0.1276595744680851, 7)]
bac	5	[(0.6, 0), (0.4, 4)]
baa	7	[(1.0, 6)]
flagged	5	[(0.8, 5), (0.2, 8)]
patrick/hou/ect	31	[(1.0, 7)]
brazil	36	[(0.5555555555555556, 5), (0.4444444444444444, 2)]
yeboah	5	[(1.0, 9)]
padmesh	9	[(0.6666666666666666, 4), (0.3333333333333333, 2)]
inappropriate	14	[(0.35714285714285715, 8), (0.35714285714285715, 6), (0.2857142857142857, 5)]
sail	5	[(0.8, 1), (0.2, 3)]
eott	5	[(1.0, 9)]
amitava	327	[(0.7155963302752294, 2), (0.28440366972477066, 6)]
ignorance	8	[(1.0, 8)]
var/credit	8	[(1.0, 6)]
cashin	6	[(1.0, 5)]
cost-of-service	12	[(1.0, 5)]
ernst	11	[(0.5454545454545454, 7), (0.2727272727272727, 4), (0.18181818181818182, 0)]
contribution	129	[(0.4806201550387597, 1), (0.14728682170542637, 6), (0.13178294573643412, 2), (0.12403100775193798, 9), (0.11627906976744186, 3)]
confronted	8	[(0.75, 1), (0.25, 8)]
d'halluin	8	[(1.0, 5)]
x-mimetrack	20	[(1.0, 0)]
ft.com's	34	[(1.0, 5)]
jean-philippe	6	[(1.0, 1)]
targeting	11	[(0.5454545454545454, 8), (0.45454545454545453, 1)]
tcp/ip	5	[(1.0, 5)]
petronas	60	[(0.5833333333333334, 3), (0.4166666666666667, 2)]
threw	19	[(1.0, 8)]
prosperous	11	[(1.0, 4)]
http://jonesgsm.rice.edu/content/content.cfm?pageid	18	[(1.0, 7)]
aviation	10	[(1.0, 1)]
originate	14	[(1.0, 7)]
economies	20	[(1.0, 1)]
suppose	17	[(1.0, 6)]
itinerary	107	[(0.6728971962616822, 7), (0.32710280373831774, 2)]
balance	58	[(0.5517241379310345, 5), (0.4482758620689655, 8)]
mexico	65	[(0.8923076923076924, 5), (0.1076923076923077, 1)]
california's	38	[(0.8157894736842105, 5), (0.18421052631578946, 1)]
carlson	30	[(1.0, 9)]
seattle	18	[(0.6666666666666666, 5), (0.3333333333333333, 3)]
grown	33	[(0.5757575757575758, 2), (0.36363636363636365, 1), (0.06060606060606061, 5)]
eneergetyczny	6	[(1.0, 0)]
quant	54	[(0.5555555555555556, 6), (0.3333333333333333, 3), (0.1111111111111111, 0)]
grows	5	[(1.0, 5)]
michael.froehls@citicorp.com	6	[(1.0, 3)]
livre	6	[(1.0, 0)]
governors	13	[(0.9230769230769231, 1), (0.07692307692307693, 5)]
sacramento	6	[(1.0, 8)]
energywriter@aol.com	20	[(1.0, 5)]
bloomberg	26	[(1.0, 6)]
yoho/na/enron@enron	23	[(1.0, 9)]
he'll	10	[(1.0, 7)]
thoughts	218	[(0.5229357798165137, 6), (0.19724770642201836, 3), (0.1559633027522936, 1), (0.12385321100917432, 7)]
leff	9	[(1.0, 4)]
berate	8	[(1.0, 8)]
qualities	9	[(0.7777777777777778, 3), (0.2222222222222222, 6)]
claims	60	[(0.5666666666666667, 1), (0.31666666666666665, 5), (0.11666666666666667, 6)]
paradigm	36	[(0.6944444444444444, 3), (0.3055555555555556, 5)]
left	443	[(0.29345372460496616, 8), (0.2595936794582393, 7), (0.21218961625282168, 2), (0.1963882618510158, 3), (0.03837471783295711, 1)]
sentence	13	[(0.8461538461538461, 3), (0.07692307692307693, 6), (0.07692307692307693, 4)]
warmest	14	[(1.0, 3)]
candidate	354	[(0.9011299435028248, 3), (0.09887005649717515, 6)]
pierwszy	14	[(1.0, 0)]
vanessa	29	[(1.0, 4)]
algorithmics	14	[(0.5714285714285714, 1), (0.42857142857142855, 7)]
background	204	[(0.7647058823529411, 3), (0.11274509803921569, 1), (0.06862745098039216, 8), (0.05392156862745098, 6)]
mid-summer	6	[(1.0, 8)]
draft.doc	6	[(0.6666666666666666, 3), (0.3333333333333333, 1)]
manual	32	[(0.5625, 8), (0.4375, 9)]
ph.d	247	[(1.0, 3)]
rakesh	276	[(1.0, 2)]
smith/enron_development@enron_development	6	[(1.0, 2)]
buy-side	9	[(1.0, 1)]
jblantonjr@yahoo.com	16	[(1.0, 0)]
bold	13	[(0.7692307692307693, 8), (0.23076923076923078, 1)]
westbrook/enron@enronxgate	12	[(0.75, 9), (0.25, 4)]
statistician	18	[(1.0, 8)]
super	103	[(0.6601941747572816, 3), (0.2815533980582524, 9), (0.05825242718446602, 2)]
commit	16	[(0.6875, 7), (0.3125, 6)]
maharashtra	78	[(1.0, 8)]
mashayekhi	6	[(1.0, 1)]
prakash	9	[(1.0, 7)]
lies	26	[(0.5, 8), (0.5, 5)]
society's	5	[(1.0, 4)]
lieu	6	[(0.6666666666666666, 2), (0.3333333333333333, 0)]
amsterdam	30	[(0.6, 0), (0.4, 7)]
c'est	6	[(1.0, 0)]
approximate	21	[(0.6190476190476191, 6), (0.38095238095238093, 7)]
bert	9	[(1.0, 4)]
offering	141	[(0.46099290780141844, 1), (0.28368794326241137, 5), (0.1347517730496454, 9), (0.09929078014184398, 7), (0.02127659574468085, 4)]
warning	64	[(0.59375, 5), (0.15625, 0), (0.140625, 1), (0.109375, 8)]
builds	23	[(0.43478260869565216, 1), (0.34782608695652173, 5), (0.21739130434782608, 6)]
streaming	46	[(0.7608695652173914, 5), (0.2391304347826087, 8)]
attached	1586	[(0.2698612862547289, 4), (0.23329129886506936, 6), (0.21059268600252207, 3), (0.13745271122320302, 7), (0.08259773013871374, 2), (0.04476670870113493, 0), (0.01008827238335435, 9), (0.01008827238335435, 5), (0.0012610340479192938, 1)]
stages	16	[(1.0, 1)]
covers	65	[(0.3230769230769231, 6), (0.3076923076923077, 1), (0.2, 5), (0.09230769230769231, 7), (0.07692307692307693, 8)]
neale/na/enron@enron	91	[(1.0, 2)]
floating	34	[(0.9117647058823529, 9), (0.08823529411764706, 8)]
management's	10	[(0.6, 1), (0.4, 7)]
generally	62	[(0.3387096774193548, 6), (0.27419354838709675, 5), (0.24193548387096775, 8), (0.14516129032258066, 1)]
handed	25	[(0.56, 9), (0.44, 8)]
misinterpreted	7	[(0.8571428571428571, 8), (0.14285714285714285, 5)]
jones	454	[(0.788546255506608, 7), (0.14537444933920704, 1), (0.06607929515418502, 9)]
a.tgz	12	[(1.0, 5)]
apology	6	[(0.6666666666666666, 5), (0.16666666666666666, 7), (0.16666666666666666, 2)]
daily	361	[(0.39058171745152354, 6), (0.3573407202216066, 5), (0.15789473684210525, 8), (0.09418282548476455, 1)]
dpc's	18	[(1.0, 8)]
premiums	13	[(0.5384615384615384, 6), (0.46153846153846156, 5)]
janette	18	[(1.0, 9)]
overdue	27	[(0.6666666666666666, 6), (0.25925925925925924, 4), (0.07407407407407407, 8)]
peruse	5	[(1.0, 2)]
themes	15	[(1.0, 1)]
mild	18	[(0.7777777777777778, 5), (0.2222222222222222, 1)]
mile	30	[(0.5, 4), (0.2, 6), (0.16666666666666666, 1), (0.13333333333333333, 5)]
mill	18	[(0.5555555555555556, 9), (0.4444444444444444, 5)]
abundant	10	[(0.6, 1), (0.4, 5)]
skinner/enron@enronxgate	12	[(1.0, 9)]
bottomley	10	[(1.0, 6)]
technique	27	[(0.5925925925925926, 8), (0.4074074074074074, 6)]
lorraine	8	[(1.0, 4)]
unpleasant	5	[(1.0, 8)]
mary.alison.bailey@enron.com	8	[(1.0, 3)]
baker/enron@enronxgate	6	[(1.0, 9)]
puneet	6	[(1.0, 2)]
reck/enron@enronxgate	6	[(1.0, 9)]
airfare	15	[(1.0, 3)]
star-level	8	[(1.0, 7)]
die	21	[(0.6190476190476191, 8), (0.38095238095238093, 4)]
dig	8	[(0.625, 6), (0.375, 5)]
dip	7	[(1.0, 5)]
dir	16	[(0.5625, 5), (0.4375, 1)]
william.smith@enron.com	8	[(1.0, 2)]
fearing	6	[(1.0, 8)]
http://www.insiderscores.com/alerts/art.asp	12	[(1.0, 8)]
favour	9	[(1.0, 8)]
clerk	13	[(0.7692307692307693, 8), (0.23076923076923078, 9)]
french	32	[(0.5, 8), (0.5, 1)]
practice.l	6	[(1.0, 7)]
earthquake	16	[(1.0, 1)]
wait	155	[(0.2709677419354839, 2), (0.2, 3), (0.1935483870967742, 8), (0.14838709677419354, 6), (0.12258064516129032, 9), (0.06451612903225806, 5)]
windj@wharton.upenn.edu	6	[(1.0, 7)]
trinomial	20	[(1.0, 6)]
canadian	66	[(0.803030303030303, 5), (0.10606060606060606, 8), (0.09090909090909091, 9)]
percentile	16	[(1.0, 6)]
high-tech	14	[(1.0, 1)]
team-oriented	9	[(1.0, 9)]
flexibility	57	[(0.7017543859649122, 5), (0.19298245614035087, 7), (0.10526315789473684, 6)]
licensing	31	[(0.4838709677419355, 5), (0.2903225806451613, 1), (0.22580645161290322, 6)]
weeklong	6	[(0.5, 8), (0.5, 6)]
intensively	5	[(1.0, 5)]
sharing	44	[(0.5, 3), (0.38636363636363635, 1), (0.11363636363636363, 5)]
acceptable	49	[(0.6938775510204082, 8), (0.30612244897959184, 6)]
walnut	12	[(1.0, 7)]
downtown	92	[(0.9565217391304348, 7), (0.021739130434782608, 9), (0.021739130434782608, 2)]
ollech	8	[(1.0, 1)]
fly	43	[(0.4418604651162791, 7), (0.37209302325581395, 0), (0.18604651162790697, 3)]
tokyo	56	[(0.8035714285714286, 1), (0.19642857142857142, 6)]
flu	8	[(1.0, 7)]
soup	5	[(1.0, 8)]
sous	10	[(1.0, 0)]
sour	9	[(1.0, 8)]
arrive	118	[(0.9152542372881356, 7), (0.0847457627118644, 8)]
portals	32	[(1.0, 5)]
predict	49	[(0.42857142857142855, 7), (0.3469387755102041, 6), (0.16326530612244897, 1), (0.061224489795918366, 5)]
agent	36	[(0.3333333333333333, 8), (0.3055555555555556, 0), (0.19444444444444445, 5), (0.16666666666666666, 7)]
drawer	12	[(1.0, 8)]
simulink	12	[(1.0, 6)]
nyu	19	[(0.6842105263157895, 7), (0.3157894736842105, 1)]
nyc	59	[(0.6779661016949152, 0), (0.2542372881355932, 7), (0.06779661016949153, 8)]
exchanges/people/events	10	[(1.0, 1)]
inputs	89	[(1.0, 6)]
staying	52	[(0.7115384615384616, 7), (0.28846153846153844, 3)]
mcsherry	12	[(1.0, 6)]
critics	12	[(1.0, 8)]
jhartzel@stern.nyu.edu	15	[(1.0, 9)]
poullain-patterson	12	[(1.0, 6)]
borrowing	5	[(0.6, 1), (0.4, 8)]
avant	6	[(1.0, 0)]
switch	36	[(0.4722222222222222, 3), (0.3055555555555556, 8), (0.1388888888888889, 9), (0.08333333333333333, 5)]
hemishere	6	[(1.0, 9)]
african	8	[(1.0, 8)]
pace/na/enron@enron	14	[(0.5, 4), (0.5, 2)]
argues	28	[(0.5357142857142857, 8), (0.4642857142857143, 1)]
argued	12	[(1.0, 8)]
irene	10	[(1.0, 8)]
mais	12	[(1.0, 0)]
